top,bot,topf,botf,height,n_chars,line_path,text
True,False,0.04353083434099154,0.009673518742442563,97,45,jagannatha1955__004__r2l7.png,भक्तिभाव पूर्ण कविताएँ बड़ी मनोहर हैं । मूल्य
False,False,0.0,0.0,116,46,jagannatha1955__004__r2l8.png,२ --- अमृत गुटका --- इसमें बंसीधर की घर घर में
False,False,0.0,0.0,118,51,jagannatha1955__004__r2l9.png,"रासलीला, गीतासार, हरिस्थापना, गुरु उपदेश, त्रिवेणी-"
False,False,0.0,0.013157894736842105,129,48,jagannatha1955__004__r2l10.png,"स्नान, बेलौन भवानी, शिवदर्शन, और शिवाष्टक शीर्षक"
False,False,0.0,0.0,121,39,jagannatha1955__004__r2l11.png,बड़ी ही आनन्ददायिनी कविताएँ हैं । मूल्य
False,False,0.0,0.0013956734124214933,130,56,jagannatha1955__004__r2l13.png,३ --- श्री ब्रह्माक्षरप्रकाश अथवा हिन्दी शोर्टहैंड मैनु-
False,False,0.0,0.0,127,63,jagannatha1955__004__r2l14.png,अल --- इसमें ब्रह्माक्षर ॐ से शॉर्टहैंड का सम्बन्ध बड़े मनोरंजक
False,False,0.0,0.013797240551889621,133,49,jagannatha1955__004__r2l15.png,ढंग से दिखलाकर बड़ी ही सुगमता से पिटमैन सिस्टम पर
False,False,0.01907032181168057,0.01966626936829559,127,56,jagannatha1955__004__r2l16.png,हिन्दा शॉर्टहैंड सिखाने की सुन्दर विधि बतलाई है । पुस्तक
False,False,0.016959418534221685,0.008479709267110842,116,58,jagannatha1955__004__r2l17.png,हाईस्कूल और इन्टर के कोर्स में स्वीकृत है । इससे सुन्दर और
False,False,0.009769713886950453,0.0,124,47,jagannatha1955__004__r2l18.png,सुगम इस विषय पर दूसरी पुस्तक नहीं है । मूल्य ४)
False,False,0.0,0.0222972972972973,133,52,jagannatha1955__004__r2l19.png,४ --- कुंजी श्रीब्रह्माक्षरप्रकाश --- इसकी सहायता से
False,False,0.0,0.009720534629404616,137,56,jagannatha1955__004__r2l20.png,विद्यार्थी बिना अध्यापक के भी हिन्दी शॅार्टहैंड सीख लेता
False,False,0.0,0.0,111,15,jagannatha1955__004__r2l21.png,है । मूल्य १ ॥)
True,False,0.05531914893617021,0.0,100,31,jagannatha1955__004__r2l22.png,"(राजा) रामकुमार-प्रेस, बुकडिपो,"
False,False,0.0,0.023008849557522124,105,39,jagannatha1955__004__r2l23.png,"उत्तराधिकारी -- नवलकिशोर-प्रेस, बुकडिपो"
False,False,0.02968270214943705,0.0020470829068577278,103,32,jagannatha1955__004__r2l24.png,"पोस्टबक्स नं० १५२, हजरतगंज लखनऊ,"
True,True,0.4156510583707505,0.18537524053880694,59,26,jagannatha1955__01__r2l1.png,अथ श्रीगंगालहरी प्रारभ्यते
True,False,0.5304767652383826,0.029571514785757393,80,38,jagannatha1955__01__r2l8.png,समृद्ध सौभाग्यं सकल वसुधायाः किमपि तन्
True,True,0.3659016393442623,0.03081967213114754,51,35,jagannatha1955__01__r2l12.png,महैश्वर्यं लीलाजनितजगत: खण्डपरशो: ।
True,True,0.3881918819188192,0.07380073800738007,49,40,jagannatha1955__01__r2l15.png,श्रुतीनां सर्वस्वं सुकृतमथमूर्तं सुमनसां
True,True,0.3778801843317972,0.030941408821593155,62,38,jagannatha1955__01__r2l17.png,सुधा सौन्दर्यं ते सलिलमशिवं न: शमयतु ॥
True,False,0.10683760683760683,0.0,59,3,jagannatha1955__01__r2l18.png,(१)
True,False,0.22010869565217392,0.005434782608695652,64,49,jagannatha1955__01__r2l19.png,सारे पृथ्वी-मण्डल का जो एक महत् सौन्दर्य स्वरूप ।
False,False,0.024161073825503355,0.014093959731543624,75,44,jagannatha1955__01__r2l20.png,जगत-जनक भगवान सदाशिव का जो है ऐश्वर्य अनूप ॥
False,False,0.029291553133514985,0.010217983651226158,74,47,jagannatha1955__01__r2l21.png,"वेदों का सर्वस्व, देवताओं के जिसमें पुण्य भरे ।"
True,False,0.06711409395973154,0.0,76,45,jagannatha1955__01__r2l22.png,अमृत-तुल्य वह मधु जल तेरा पाप हमारे दूर करे ॥
True,True,0.1259259259259259,0.05925925925925926,57,5,jagannatha1955__02__line_1518187142840_92.png,[ २ ]
True,True,0.08921933085501858,0.10408921933085502,54,3,jagannatha1955__02__line_1518187139686_91.png,(२)
True,True,0.3448529411764706,0.054411764705882354,88,39,jagannatha1955__02__r2l4.png,दरिद्राणां दैन्यं दुरितमथ दुर्वासनहृदां
True,True,0.30702389572773353,0.0999275887038378,52,43,jagannatha1955__02__r2l7.png,द्रुतं दूरीकुर्वन् सकृदुपगतो दृष्टिसरणिम् ।
True,True,0.38858905165767155,0.04240555127216654,51,36,jagannatha1955__02__r2l9.png,अपिद्रागाविद्याद्रुमदलनदीक्षागुरुरिह
True,False,0.31521739130434784,0.0038363171355498722,76,41,jagannatha1955__02__r2l10.png,प्रवाहस्ते वारां श्रियमयमपारां दिशतु न: ॥
False,True,0.008928571428571428,0.07142857142857142,58,3,jagannatha1955__02__line_1518187136998_90.png,(२)
True,False,0.0513675783855904,0.0,73,41,jagannatha1955__02__r2l12.png,केवल एक बार दर्शन से दुसह दीनता जाती है ।
True,False,0.07190412782956059,0.0,73,44,jagannatha1955__02__r2l13.png,पापात्मा पापी को निर्मल बिठला पास बनाती है ॥
False,False,0.02458471760797342,0.0,78,48,jagannatha1955__02__r2l14.png,वृक्ष अविद्या का उखाड़ता गुरूमन्त्र के सदृश जो ।
False,False,0.010107816711590296,0.0,77,45,jagannatha1955__02__r2l15.png,जलप्रवाह तेरा ये माता दे अपार लक्ष्मी मुझको ॥
True,True,0.11481481481481481,0.08148148148148149,57,3,jagannatha1955__02__line_1518187133339_89.png,(३)
True,True,0.41693393200769724,0.11353431686978832,52,39,jagannatha1955__02__r2l21.png,स्मृतिं याता पुं सामकृतसुकृतानामपि च या
True,False,0.4852459016393443,0.029508196721311476,74,43,jagannatha1955__02__r2l23.png,हरत्यन्तस्तन्द्रां तिमिरमिव चण्डांशुसरणि: ।
True,True,0.41119557705597787,0.07601935038009675,54,36,jagannatha1955__02__r2l25.png,इयं सा ते मूर्ति: सकलसुरसंसेव्यसलिला
True,False,0.3794561933534743,0.0,73,42,jagannatha1955__02__r2l26.png,ममान्त: सन्तापं त्रिविधमपि पापञ्च हरताम् ॥
True,True,0.1324200913242009,0.0867579908675799,54,3,jagannatha1955__02__line_1518187129898_88.png,(३)
True,False,0.042974079126875855,0.0034106412005457027,70,44,jagannatha1955__02__r2l28.png,सूर्यकिरण जैसे जग में आ अन्धकार को हरती है ।
True,False,0.04143258426966292,0.006320224719101123,70,46,jagannatha1955__02__r2l29.png,याद तुम्हारी आ हिरदे में नष्ट पाप को करती है ॥
True,False,0.04226312201772325,0.0,77,43,jagannatha1955__02__r2l31.png,सभी देवताओं से सेवित कर करुणा जो दुःख हरे ।
True,False,0.035522788203753354,0.0,82,48,jagannatha1955__02__r2l32.png,"त्रिविध ताप मेरे, तव मूरति, गंगा माता, दूर करे ॥"
False,False,0.0,0.0,110,3,jagannatha1955__03__r2l1.png,[३]
True,True,0.12547528517110265,0.07224334600760456,58,3,jagannatha1955__03__line_1518187492175_104.png,(४)
False,False,0.0029498525073746312,0.0,98,33,jagannatha1955__03__r2l3.png,तवालम्बादम्ब स्फुरदलघुगर्वेण सहसा
False,False,0.02384020618556701,0.0,101,36,jagannatha1955__03__r2l4.png,मया सर्वेऽवज्ञासरणिमथ नीता: सुरगण: ।
True,True,0.0845442536327609,0.0726552179656539,113,34,jagannatha1955__03__r2l5.png,इदानीमौदास्यं यदि भजसि भागीरथि तदा
True,False,0.04889178617992177,0.0,95,36,jagannatha1955__03__r2l6.png,निराधारो हा रोदिमि कथय केषामिहपुर: ॥
True,True,0.05803571428571429,0.07589285714285714,58,3,jagannatha1955__03__line_1518187494800_105.png,(४)
True,False,0.04269513008672448,0.004669779853235491,86,47,jagannatha1955__03__r2l8.png,"अम्बे, पा अवलम्ब तुम्हारा अहंकार चित में लीना ।"
False,False,0.020229265003371546,0.0,97,44,jagannatha1955__03__r2l9.png,सब देवों का मैंने एकदम तिरस्कार ही कर दीना ॥
True,False,0.04739010989010989,0.0,100,41,jagannatha1955__03__r2l10.png,"भागीरथी, समय ऐसे पर जो निराश मैं होऊँगा ।"
True,False,0.06283422459893048,0.0,97,45,jagannatha1955__03__r2l11.png,"तुम्हीं बताओ, मा, फिर जाकर किसके आगे रोऊँगा ॥"
True,True,0.08029197080291971,0.09124087591240876,61,3,jagannatha1955__03__line_1518187497875_106.png,(५)
True,False,0.03467843631778058,0.0,97,41,jagannatha1955__03__r2l13.png,अपि प्राज्यं राज्यं तृणमिव परित्यज्य सहसा
True,True,0.035558328134747345,0.038053649407361195,103,39,jagannatha1955__03__r2l14.png,विलोलद्वानीरं तव जननि तीरं श्रितवताम् ।
True,False,0.40373470701867353,0.0103026400515132,71,38,jagannatha1955__03__r2l15.png,सुधातः स्वादीयः सलिलमिदमातृप्ति पिबतां
True,True,0.39593908629441626,0.04314720812182741,45,36,jagannatha1955__03__r2l17.png,जनानामानन्द: परिहसति निर्वाणपदवीम् ॥
True,True,0.06018518518518518,0.05555555555555555,54,3,jagannatha1955__03__line_1518187478269_103.png,(५)
False,False,0.02576271186440678,0.006779661016949152,95,48,jagannatha1955__03__r2l19.png,"जननी, छोड़ बड़े राज्यों को बड़भागी जो तट सेवें ।"
False,False,0.009265387160820648,0.0,105,44,jagannatha1955__03__r2l20.png,काँसादिक लहराते जिसमें उत्तम अमृत जल पीवें ॥
False,False,0.020611702127659573,0.0,99,43,jagannatha1955__03__r2l21.png,"उनके आनन्दों की सीमा कहो, कौन वर्णन कर दे ।"
False,False,0.022117962466487937,0.0,103,48,jagannatha1955__03__r2l22.png,मोक्ष-सुखों की क्या बिसात जो उसके आगे मन भर दे ॥
True,False,0.09923664122137404,0.0,76,5,jagannatha1955__04__r3l1.png,। ४ ।
True,True,0.19081272084805653,0.10954063604240283,54,3,jagannatha1955__04__line_1518187643571_107.png,(६)
True,False,0.551829268292683,0.01753048780487805,90,34,jagannatha1955__04__r3l3.png,उदञ्चन्मार्तण्डस्फुटकपटहेरम्बजननी-
True,False,0.4418918918918919,0.008783783783783784,63,38,jagannatha1955__04__r3l6.png,कटाक्षव्याक्षेपक्षणजनितसंक्षोभनिवहा: ।
True,True,0.4694903086862886,0.10193826274228285,54,38,jagannatha1955__04__r3l9.png,भवन्तु त्वङ्गन्तो हरशिरसि गङ्गातनुभुव-
True,False,0.44675324675324674,0.024025974025974027,72,45,jagannatha1955__04__r3l11.png,स्तरङ्गाः प्रोत्तुङ्गा दुरितभयभङ्गाय भवताम् ॥
True,True,0.08542713567839195,0.10050251256281408,54,3,jagannatha1955__04__line_1518187646644_108.png,(६)
True,False,0.035326086956521736,0.0,83,46,jagannatha1955__04__r3l13.png,सूर्योदय के समय पार्वती ने कटाक्ष से जब देखा ।
True,False,0.07343124165554073,0.0,92,50,jagannatha1955__04__r3l14.png,उपजा क्षोभ क्षणिक हिरदे में पर विनोद कर तुम लेखा ॥
True,False,0.07364074328974536,0.0,95,46,jagannatha1955__04__r3l15.png,जो शिव-जटा बीच हर्षित हो सदा खेलती मातु रहें ।
True,False,0.07681849082256968,0.0,105,40,jagannatha1955__04__r3l16.png,ऊँची ऊँची लहरें उनकी पाप आपके दूर करें ॥
True,True,0.2084942084942085,0.07722007722007722,58,3,jagannatha1955__04__line_1518187649698_109.png,(७)
True,True,0.7618729096989967,0.04080267558528428,86,38,jagannatha1955__04__r3l18.png,प्रभाते स्नातीनां नृपतिरमणीनां कुचतटी-
True,False,0.35499316005471954,0.015047879616963064,59,36,jagannatha1955__04__r3l20.png,गतो यावन्मातर्मिलति तवतोयैमृर्गमदः ।
True,False,0.430635838150289,0.018063583815028903,80,36,jagannatha1955__04__r3l21.png,मृगास्तावद्वैमानिकशतसहस्रैः परिवृताः
True,True,0.4405125076266016,0.03477730323367907,55,40,jagannatha1955__04__r3l24.png,विशन्ति स्वच्छन्दं विमलवपुषो नन्दनवनम् ॥
True,True,0.056338028169014086,0.06103286384976526,54,3,jagannatha1955__04__line_1518187653357_110.png,(७)
False,False,0.02165087956698241,0.0,77,49,jagannatha1955__04__r3l26.png,राजाओं की रमणी आकर प्राप्त करें तव जल में स्नान ।
True,False,0.04688546550569324,0.0026791694574681848,86,47,jagannatha1955__04__r3l27.png,कुचलिपटी कस्तूरीवाले मृग पाते हैं मुक्ति महान ॥
True,False,0.06643598615916955,0.0,84,52,jagannatha1955__04__r3l28.png,देवों के सँग चढ़ विमान वे क्या क्या मौज उड़ाते हैं ।
True,False,0.056628914057295136,0.0,87,43,jagannatha1955__04__r3l29.png,करने को आनन्द यहाँ से नन्दनवन को जाते हैं ॥
True,True,0.48201438848920863,0.07194244604316546,46,15,jayadeva1926__000c__r1l14.png,गीतगोविन्दादर्श
True,False,0.5,0.0,73,7,jayadeva1926__000c__r1l17.png,अर्थात्
True,False,0.2997076023391813,0.02046783625730994,56,16,jayadeva1926__000c__r1l18.png,रायचन्द नागर-कृत
True,True,0.27153284671532846,0.03941605839416058,50,18,jayadeva1926__000c__r1l19.png,गतिगोविन्द संस्कृत
False,True,0.0,0.31521739130434784,54,2,jayadeva1926__000c__line_1518184819107_39.png,का
True,False,0.28,0.0,51,14,jayadeva1926__000c__r1l21.png,भाषा-प्रतिबिंब
True,False,0.6487341772151899,0.0,56,9,jayadeva1926__000c__r1l22.png,दसवीं बार
True,True,0.6484149855907781,0.0893371757925072,48,4,jayadeva1926__000c__r1l24.png,लखनऊ
True,False,0.5571725571725572,0.0,55,19,jayadeva1926__000c__r1l25.png,केसरीदास सेठ द्वारा
True,False,0.3702359346642468,0.013611615245009074,53,38,jayadeva1926__000c__r1l26.png,नवलकिशोर प्रेस में मुद्रित और प्रकाशित
True,False,0.4869109947643979,0.013089005235602094,48,11,jayadeva1926__000c__r1l27.png,सन् १९२६ ई०
True,False,0.690631808278867,0.0,46,19,jayadeva1926__000c__r1l36.png,सर्वाधिकार रक्षित ।
True,True,0.5015290519877675,0.03669724770642202,70,17,jayadeva1926__001__r1l33.png,गीतगोविन्दादर्श ।
True,False,0.3106796116504854,0.0,60,11,jayadeva1926__001__r1l34.png,मङ्गलाचरण ।
True,True,0.45673758865248226,0.04609929078014184,71,49,jayadeva1926__001__r1l35.png,"सो॰ हरसुत सरस्वति गाय, पांय दुहुन के बन्दि पुनि ।"
True,False,0.2744665194996321,0.004415011037527594,59,41,jayadeva1926__001__r1l36.png,"भोजदेवसुत ध्याय, श्रीजयदेवहि प्रणति करि १"
True,False,0.25133282559025133,0.027418126428027417,58,41,jayadeva1926__001__r1l37.png,"जिन यह गीतगोबिन्द, भूषण गुणरस धुनि सहित ।"
True,False,0.3100833965125095,0.008339651250947688,46,42,jayadeva1926__001__r1l38.png,"श्रीराधा ब्रजचन्द, रहसि बिलास कियो प्रकट २"
True,False,0.18688024408848208,0.0,58,37,jayadeva1926__001__line_1518184935558_40.png,"ताको अति मतिमन्द, हौं भाषौं भावारथै ।"
True,False,0.321483771251932,0.02241112828438949,48,38,jayadeva1926__001__r1l41.png,"चाहत कियो सुछन्द, स्वामी शासन पाई बल ३"
True,False,0.29281345565749234,0.0,56,37,jayadeva1926__001__r1l42.png,"नागर ज्ञाति अधीन, हीन छीन मतिपनिअति ।"
True,False,0.2157968970380818,0.0,65,42,jayadeva1926__001__r1l43.png,"रायचन्द द्विज दीन, नांव गांव गुजराज जिहि ४"
True,False,0.3275991024682124,0.005235602094240838,60,37,jayadeva1926__001__r1l44.png,"जानत कछू न भेद, कबिता के गुण दोष को ।"
True,True,0.3034188034188034,0.07692307692307693,51,40,jayadeva1926__001__r1l45.png,"कीजै कृपा अभेद, दीजै सुमति दयालु प्रभु ५"
False,True,0.0,0.09803921568627451,54,1,jayadeva1926__002__line_1518185015454_42.png,२
True,False,0.1168032786885246,0.0,92,17,jayadeva1926__002__r2l1.png,गीतगोविन्दादर्श ।
True,False,0.059087509349289455,0.0,97,37,jayadeva1926__002__line_1518185083117_44.png,"सुजन सजनता सार, जे जन तिनसों कहत अब ।"
True,False,0.052374301675977654,0.0,87,41,jayadeva1926__002__r2l4.png,"ग्रन्थ लियो अवतार, तासु प्रयोजनहेतु हित ६"
True,False,0.08552138034508627,0.0,91,37,jayadeva1926__002__r2l5.png,"नगर मुरशिदाबाद, आदि सुरिसरी तीर शुभ ।"
True,False,0.0364656381486676,0.014025245441795231,83,36,jayadeva1926__002__r2l6.png,"सुबस बसैं अबिषाद, जहां आशरम बरण सब ७"
True,False,0.061886792452830186,0.0,83,43,jayadeva1926__002__r2l7.png,"तिहिं पुर अन्तर माहिं, महिमापुर महिमा महत ।"
True,False,0.05894886363636364,0.004971590909090909,82,39,jayadeva1926__002__r2l8.png,"महीमाहिं, सरि नाहिं, जाके पर एकौ कहूं ८"
False,False,0.0,0.0,97,34,jayadeva1926__002__r2l9.png,"सज्जनगन जनराज, लाज समाज जहाज नृप ।"
True,False,0.06317300789662599,0.0,90,33,jayadeva1926__002__r2l10.png,"ऐसो और न आज, शोधी बसुधा बसत तहँ ९"
True,False,0.3959121877365632,0.005299015897047691,75,37,jayadeva1926__002__r2l11.png,"गुणगाहक गुणवान, गुणथापक मो निगुण के ।"
True,False,0.1787773933102653,0.0,64,45,jayadeva1926__002__r2l13.png,"सुन्दर सुघर सुजान, सुखद सुबुधि सुबचन सुहृद १०"
True,True,0.3360840210052513,0.05326331582895724,49,37,jayadeva1926__002__r2l17.png,"आनँदकन्द अमन्द, सजन कुमुदकुलचन्दनृप ।"
True,False,0.03536754507628294,0.0,84,42,jayadeva1926__002__r2l18.png,"डालचन्द कुलचन्द, रायचन्द प्रतिपाल प्रभु ११"
True,False,0.07039187227866474,0.0,88,40,jayadeva1926__002__line_1518185047879_43.png,"इकदिन सुनि यह गीत, गोबिन्दगुणगणमणिजटित ।"
True,False,0.09029192124915139,0.0,81,43,jayadeva1926__002__r2l21.png,"बाढ़ी प्रीति प्रतीत, सरसरहस रसरीति प्रति १२"
True,False,0.046037735849056606,0.0,87,40,jayadeva1926__002__r2l22.png,"यद्यपि समुझि सुजान, परम अरथ समुदित भये ।"
True,False,0.06597938144329897,0.003436426116838488,96,38,jayadeva1926__002__r2l23.png,"तदपि अल्प मति जान, मोसे मूरख नरन की १३"
True,False,0.11018237082066869,0.0,100,44,jayadeva1926__002__r2l24.png,"जिन्हैं संसकृत ज्ञान, स्वपनेहूं सम्भव नहीं ।"
False,False,0.02477632484514797,0.0,83,42,jayadeva1926__002__r2l25.png,"तिनहित जान सुजान, चह्यो ग्रन्थ भाषा करन १४"
False,False,0.013731825525040387,0.0,91,34,jayadeva1926__002__r2l26.png,"मोसे परम अजान, तासों यह आज्ञा दई ।"
False,False,0.0068212824010914054,0.0,84,35,jayadeva1926__002__r2l27.png,"सरसछन्द मन आन, सुगम करो भाषा रचन १५"
True,False,0.030943396226415093,0.0,93,39,jayadeva1926__002__r2l28.png,"यद्यपि अज्ञ अजान, आयसु बल मैं हूं तबै ।"
True,False,0.134,0.0,87,17,jayadeva1926__003__r1l1.png,गीतगोविन्दादर्श ।
True,True,0.675,0.325,54,1,jayadeva1926__003__line_1518185114796_45.png,३
True,False,0.04068965517241379,0.0,97,36,jayadeva1926__003__line_1518185200554_51.png,"यथाबुद्धि अनुमान, भावारथ भाषा करी १६"
True,False,0.1601642710472279,0.0,98,44,jayadeva1926__003__r1l5.png,"सुनि हर्षे नरराज, बर्षे हित चित प्रीति करि ।"
True,False,0.08783783783783784,0.0,93,41,jayadeva1926__003__line_1518185182941_50.png,"याके दोष समाज, गुण करि लीन्हें मानि सब १७"
True,False,0.07822085889570553,0.0,91,37,jayadeva1926__003__line_1518185180201_49.png,"ऐसे जे पर बीन, पण्डित पुरुष नवीनमति ।"
True,False,0.03691045796308954,0.0,91,41,jayadeva1926__003__line_1518185172976_48.png,"पढ़त सुनत रसलीन, होहु जबै या ग्रन्थ को १८"
True,False,0.03763440860215054,0.0,86,37,jayadeva1926__003__r1l15.png,"लीजो चूक सुधारि, जान सुजान आजान लहि ।"
True,False,0.08525506638714186,0.0,91,39,jayadeva1926__003__line_1518185161197_47.png,"देखि दोष उरधारि, हांसी हर्ष न कीजियो १९"
False,False,0.01819560272934041,0.0,84,40,jayadeva1926__003__r1l18.png,"करत ग्रन्थ आरम्भ, अब सुनि ताको नाम शुभ ।"
True,False,0.07083333333333333,0.0,87,42,jayadeva1926__003__r1l19.png,"रति रसरन जय खम्भ, गीतगोबिन्द्वादर्श कहि २०"
True,False,0.13363705391040243,0.0,81,39,jayadeva1926__003__r1l20.png,"इक दिशि गीतगोबिन्द, इक दिशि ताकी आरसी ।"
True,False,0.07137907137907137,0.0,81,46,jayadeva1926__003__r1l21.png,"सुगम अष्टपदछन्द, जहां लख्यो त्यों हीं रख्यो २१"
True,False,0.5478645066273933,0.0,105,16,jayadeva1926__003__r1l22.png,अथ ग्रन्थारम्भ ।
False,False,0.0,0.0,85,25,jayadeva1926__003__r1l23.png,तत्र द्वितीयमङ्गलाचरणम् ।
True,False,0.05782312925170068,0.0,84,42,jayadeva1926__003__r1l24.png,"सो० गोप गणेश मनाय, सुमिरि सरस्वति राधिका ।"
True,False,0.03576341127922971,0.0,93,41,jayadeva1926__003__line_1518185137144_46.png,"श्रीजयदेवहि ध्याय, करत ग्रन्थ रचना सरस २२"
True,False,0.0653061224489796,0.0,87,8,jayadeva1926__003__r1l27.png,श्लोकः ।
True,True,0.6823607427055703,0.03912466843501326,90,44,jayadeva1926__003__r1l28.png,मेधैर्मेदुरमम्बरं वनभुवः श्यामास्तमालद्रुमै-
True,False,0.434,0.0,86,47,jayadeva1926__003__r1l29.png,र्नक्तम्भीरुरयन्त्वमेव तदिमं राधे गृहं प्रापय ।
True,False,0.3958333333333333,0.0,67,1,jayadeva1926__004__r3l1.png,४
True,False,0.863849765258216,0.0,69,17,jayadeva1926__004__r3l2.png,गीतगोविन्दादर्श ।
True,True,0.2808842652795839,0.05266579973992198,73,46,jayadeva1926__004__r3l3.png,इत्थं नन्दनिदेशतश्चलितयोः प्रत्यध्वकुञ्जद्रुमं
True,True,0.41645244215938304,0.032133676092544985,45,39,jayadeva1926__004__r3l5.png,राधामाधवयोर्जयन्ति यमुनाकूले रहःकेलयः १
True,False,0.1320754716981132,0.0,79,8,jayadeva1926__004__r3l6.png,कवित्त ।
True,False,0.1292808219178082,0.0,77,30,jayadeva1926__004__r3l7.png,"घन घेरि आयो बन सघन तिमिर छायो,"
True,False,0.04967801287948482,0.0,79,38,jayadeva1926__004__r3l8.png,रैनि को डरैंगे लेखि देखि यों दृगनतैं ।
True,True,0.36344969199178645,0.043121149897330596,69,35,jayadeva1926__004__r3l10.png,नन्दजू कहत बृषभानुनन्दिनी सों नन्द-
True,False,0.06905594405594405,0.0,83,36,jayadeva1926__004__r3l12.png,नन्दनहिं घरै जाहु लैकै बेगि बनतैं ।।
False,False,0.021684737281067557,0.0,82,32,jayadeva1926__004__line_1518185275336_52.png,"गुरु क बचन पाइ प्रेम की रचन भरे,"
True,False,0.45600756859035,0.0,70,34,jayadeva1926__004__r3l15.png,चले कुञ्जतीर तरु देखि क बिपिनतैं ।
True,False,0.23621399176954733,0.0,74,33,jayadeva1926__004__r3l16.png,"यमुना के कूल मैं रहसि रस केलिमयी,"
True,False,0.047664442326024785,0.0,79,35,jayadeva1926__004__r3l17.png,ऐसे राधा माधो बाधा हरो मेरे मनतैं १
False,False,0.028225806451612902,0.0,71,8,jayadeva1926__004__r3l18.png,श्लोकः ।
True,False,0.5522388059701493,0.012437810945273632,59,30,jayadeva1926__004__r3l21.png,वाग्देवताचरितचित्रितचित्तसद्मा
True,False,0.4668769716088328,0.0,79,26,jayadeva1926__004__r3l23.png,पद्मावतीचरणचारणचक्रवर्ती ।
True,True,0.25259515570934254,0.11764705882352941,75,26,jayadeva1926__004__r3l25.png,श्रीवासुदेवरतिकेलिकथासमेत-
True,False,0.46296296296296297,0.021043771043771045,53,32,jayadeva1926__004__r3l28.png,मेतं करोति जयदेवकविः प्रबन्धम् २
True,False,0.5151515151515151,0.017763845350052248,83,22,jayadeva1926__004__r3l29.png,यदि हरिस्मरणे सरसं मनो
True,False,0.22189349112426035,0.009861932938856016,89,25,jayadeva1926__004__r3l30.png,यदि विलासकलासु कुतूहलम् ।
True,False,0.1540041067761807,0.0,97,17,jayadeva1926__005__r1l1.png,गीतगोविन्दादर्श ।
True,False,0.2765957446808511,0.0,57,1,jayadeva1926__005__line_1518185345968_53.png,५
True,False,0.7411225658648339,0.0,90,20,jayadeva1926__005__r1l2.png,मधुरकोमलकान्तपदावलीं
True,False,0.41731409544950054,0.02885682574916759,41,25,jayadeva1926__005__r1l4.png,शृणु तदा जयदेवसरस्वतीम् ३
False,False,0.0,0.0,88,8,jayadeva1926__005__r1l6.png,कवित्त ।
True,False,0.10458715596330276,0.0,89,38,jayadeva1926__005__r1l7.png,"वाणी के चरित्रन को चित्रतिहि चित्रगेह,"
False,False,0.026804123711340205,0.0,91,26,jayadeva1926__005__r1l8.png,पदमा पदम पद सेवकन शिरताज ।
False,False,0.024850042844901457,0.0,84,41,jayadeva1926__005__r1l9.png,"हरि रतिरङ्ग के प्रसङ्ग यह कीन्हों ग्रन्थ,"
True,False,0.06203007518796992,0.0,94,31,jayadeva1926__005__r1l10.png,सिरी जयदेव कविराजन के महाराज ।।
True,False,0.09161624891961971,0.0,92,32,jayadeva1926__005__r1l11.png,"जाते हरिराधिका विलास सुमिरन करि,"
False,False,0.005230125523012552,0.0,92,25,jayadeva1926__005__r1l12.png,मन रसमय होत सरस सुखदसाज ।
False,False,0.028388278388278388,0.0,90,26,jayadeva1926__005__r1l13.png,"बरन पदावली मधुरकल कोमल ये,"
True,False,0.0412573673870334,0.0,88,29,jayadeva1926__005__r1l14.png,सुनि जयदेव बागदेवता गुरसमाज २
True,False,0.057777777777777775,0.0,92,8,jayadeva1926__005__r1l15.png,श्लोकः ।
True,False,0.7178502879078695,0.013435700575815739,93,44,jayadeva1926__005__r1l16.png,"वाचः पल्लवयत्युमापतिधरः संदर्भशुद्धिं गिरां,"
True,False,0.8040455120101138,0.01706700379266751,95,42,jayadeva1926__005__r1l17.png,जानीते जयदेव एव शरणः श्लाघ्योदुरूहद्रुतेः।
True,False,0.06987577639751552,0.0,118,42,jayadeva1926__005__r1l18.png,शृङ्गारोत्तरसत्प्रमेयरचनैराचार्यगोवर्द्धनः
True,False,0.10087719298245613,0.0,109,46,jayadeva1926__005__r1l20.png,स्पर्धीकोपिनविश्रुतःश्रुतिधगेधोयीकविक्ष्मापतिः
True,False,0.0748702742772424,0.0,100,37,jayadeva1926__005__r1l21.png,दो० गोबर्धन शरणरु उमा-पतिधर धोयी आद ।
True,False,0.07930214115781126,0.007930214115781126,101,37,jayadeva1926__005__r1l22.png,"जेते कबि बर्णत सरस, रसपति भेद बिबाद १"
True,False,0.12392156862745098,0.005490196078431373,96,40,jayadeva1926__005__r1l23.png,"भूषणरसध्वनिसकलगुण, तिन कबिता मैं नाहिं ।"
True,False,0.06469648562300319,0.0,89,38,jayadeva1926__005__r1l24.png,"सो इक श्रीजयदेव कबि, बाग देवता माहिं २"
True,False,0.19444444444444445,0.0,106,17,jayadeva1926__006__r2l1.png,गीतगोविन्दादर्श ।
False,False,0.0,0.0,108,12,jayadeva1926__006__r2l2.png,अथ अष्टपदी ।
True,False,0.05862646566164154,0.0,117,30,jayadeva1926__006__r2l3.png,प्रलयपयोधिजले धृतवानसि वेदम् ।
True,False,0.0962962962962963,0.0,116,26,jayadeva1926__006__r2l4.png,विहितवहित्रचरित्रमखेदम् ।।
